"Invariant_GeV2","OnShell_Mean_GeV-1","OnShell_Sigma_GeV-1","Continuous_Mean_GeV-1","Continuous_Sigma_GeV-1"
1.0576802003503982,0.,0.,3.034343193456078e-15,7.627950508992403e-16
1.0583197190229034,0.,0.,2.260708876671643e-15,5.705236023886864e-16
1.0589592376954087,0.,0.,1.6451328374987383e-15,4.1714937935149914e-16
1.059598756367914,0.,0.,1.1645622371163855e-15,2.970413620234672e-16
1.0602382750404193,0.,0.,7.977283649422246e-16,2.0500258450327002e-16
1.0608777937129243,0.,0.,5.251558917470515e-16,1.362723972741727e-16
1.0615173123854298,0.,0.,3.29172132915776e-16,8.652873982021754e-17
1.062156831057935,0.,0.,1.9391632184766735e-16,5.189042972146293e-17
1.0627963497304402,0.,0.,1.0534889348180602e-16,2.891948079343469e-17
1.0634358684029452,0.,0.,5.1260777941492824e-17,1.4623474959463357e-17
1.0640753870754507,0.,0.,2.1282704285860946e-17,6.458032258687558e-18
1.064714905747956,0.,0.,6.894514359788518e-18,2.3294222775955293e-18
1.0653544244204611,0.,0.,1.434486731575103e-18,5.970542991388168e-19
1.0659939430929664,0.,0.,1.0867070922482025e-19,7.294411701768181e-20
1.0666334617654716,0.,0.,1.464106219293658e-22,3.202137623995052e-22
