"Invariant_GeV2","OnShell_Mean_GeV-1","OnShell_Sigma_GeV-1","Continuous_Mean_GeV-1","Continuous_Sigma_GeV-1"
0.7830457186210078,0.,0.,1.113925925409109e-10,2.7168398973224857e-11
0.7838125206629627,0.,0.,1.0568616653130738e-10,2.5778849469261153e-11
0.7845793227049176,0.,0.,1.0009318166619592e-10,2.441690242137851e-11
0.7853461247468724,0.,0.,9.461481984444704e-11,2.3082845421257618e-11
0.7861129267888273,0.,0.,8.925234061031403e-11,2.1776984975593518e-11
0.7868797288307823,0.,0.,8.400708897266814e-11,2.049964841503734e-11
0.7876465308727371,0.,0.,7.888050432584541e-11,1.9251186072966194e-11
0.788413332914692,0.,0.,7.387413067857501e-11,1.803197378489542e-11
0.7891801349566467,0.,0.,6.898962844661335e-11,1.6842415771499358e-11
0.7899469369986016,0.,0.,6.42287881282766e-11,1.5682947983966603e-11
0.7907137390405565,0.,0.,5.959354626533592e-11,1.455404201110729e-11
0.7914805410825114,0.,0.,5.5086004201676186e-11,1.3456209674977735e-11
0.7922473431244663,0.,0.,5.070845029965503e-11,1.2390008478620277e-11
0.7930141451664212,0.,0.,4.646338647421803e-11,1.1356048119549848e-11
0.7937809472083761,0.,0.,4.235356018109204e-11,1.03549983519804e-11
0.794547749250331,0.,0.,3.838200338265472e-11,9.387598578304742e-12
0.7953145512922858,0.,0.,3.4552080568728474e-11,8.454669690388011e-12
0.7960813533342407,0.,0.,3.0867548717592687e-11,7.55712888661279e-12
0.7968481553761955,0.,0.,2.7332633290141066e-11,6.696008499326618e-12
0.7976149574181505,0.,0.,2.395212620440635e-11,5.8724803446073966e-12
0.7983817594601054,0.,0.,2.073151467431854e-11,5.087887868241571e-12
0.7991485615020602,0.,0.,1.7677154617267285e-11,4.343789624805287e-12
0.799915363544015,0.,0.,1.479651059045886e-11,3.6420198148856436e-12
0.80068216558597,0.,0.,1.2098499084820086e-11,2.984775601963383e-12
0.8014489676279248,0.,0.,9.594000484815376e-12,2.3747487136045925e-12
0.8022157696698797,0.,0.,7.296663910656917e-12,1.815335242681908e-12
0.8029825717118345,0.,0.,5.224263734659437e-12,1.3109958132009935e-12
0.8037493737537894,0.,0.,3.4012183317913695e-12,8.679395272079447e-13
0.8045161757957444,0.,0.,1.864001270122482e-12,4.956170105948077e-13
0.8052829778376992,0.,0.,6.761458820315512e-13,2.1047721530450541e-13
0.8060497798796541,0.,0.,1.658951413432858e-14,2.0994690144119146e-14
