"NumberOfRuns","MeanBestYukawa2Cs2Ms6MB2","SigmaBestYukawa2Cs2Ms6MB2","StandardErrorMean","MedianBestYukawa2Cs2Ms6MB2","MinBestYukawa2Cs2Ms6MB2","MaxBestYukawa2Cs2Ms6MB2","MeanBestLoss","SigmaBestLoss","MinBestLoss","MaxBestLoss"
100,0.0000853727272727272,0.000010835775045318799,1.08357750453188e-6,0.00008387878787878787,0.0000610909090909091,0.00011593939393939393,1.5827790600836604,0.04839542310772709,1.4609697444142955,1.7275950729737808
