"Run","Seed","BestYukawa2Cs2Ms6MB2","BestLoss","CoarseBestY","Alpha","GammaTotal","mPi","MEta","mRho","mOmega","mPhi","GammaRho","GammaOmega","GammaPhi","mKP","mN","g","zNS","zSmBm","PhiPdeg","PhiVdeg"
67,12412,0.00008333333333333333,1.5648231727382633,0.00008333333333333333,0.007297525684042764,1.3037451346768398e-6,0.13497644752105992,0.5478365485826628,0.7752706140066342,0.7827119800652557,1.0194498309262494,0.1485179507602373,0.008485770942078022,0.004266342692910619,0.49368131811736893,0.9382720880064492,0.7080935780841282,0.8248181140777812,0.6535605115661595,41.929272930031885,3.244385090992156
68,12413,0.00010072727272727273,1.5003680581414711,0.0001,0.007297525670365698,1.2841991306263941e-6,0.13497547109164207,0.5478621189411516,0.7753200349069427,0.7825696914060418,1.019452751958718,0.15043416651514444,0.00869690692687045,0.004255628453525106,0.4936950479050711,0.9382720876448253,0.6922398078138835,0.8145529275491861,0.6422503516139969,42.078479408285475,3.3885167730751804
69,12414,0.0000895151515151515,1.575263325128168,0.00008939393939393939,0.007297525654811451,1.289269407605327e-6,0.13497777249078333,0.547857775784277,0.7751681935805258,0.7824072498600656,1.0194566680487718,0.14784986977751535,0.008723013384074451,0.004252547766678336,0.4936643320455731,0.9382720881038579,0.6895619055481901,0.8386743958290348,0.6571423613560948,41.16896686809637,3.1389934025463924
70,12415,0.00008145454545454545,1.5886008634790576,0.00008181818181818182,0.007297525666671757,1.341561764242692e-6,0.13497690324374698,0.5478469712660327,0.7756817299086713,0.7826222745077525,1.019423797976458,0.14955125474037298,0.008704290729777263,0.004256881967129179,0.4936612241244903,0.938272088078172,0.70961704467488,0.8231585856666798,0.6525611389278637,41.521493405189695,3.357836459654434
71,12416,0.0000730909090909091,1.653448846646846,0.00007272727272727273,0.007297525662828092,1.3200453245556711e-6,0.13497619748986667,0.547859817701256,0.775358330693176,0.7824919401728164,1.0194564018251526,0.14954939836658152,0.008648069391728212,0.004253572506782336,0.4936814367786546,0.9382720885048581,0.7122877953288614,0.8336788759206767,0.6549253971885074,40.83571251863598,3.362639583382734
72,12417,0.00006606060606060605,1.6722056051969876,0.00006666666666666667,0.007297525659388582,1.2657264687045945e-6,0.13497750899094083,0.5479004852038806,0.7750437337497664,0.782597037895677,1.0195058538211703,0.1492785308787653,0.008962722120285998,0.004261746609075446,0.49365629920392556,0.9382720880464407,0.7148162484789133,0.8521427234341712,0.6482061215294493,41.09110324171307,3.3515342670020987
73,12418,0.0000610909090909091,1.7275950729737808,0.000060606060606060605,0.007297525695160821,1.3267405226899286e-6,0.13497658805933832,0.5478452671870151,0.7754670597561372,0.7826089156136133,1.0194772338021914,0.14860355935422614,0.008902666056300699,0.004248352863891295,0.49366726545133094,0.9382720880901375,0.7145731416961134,0.8602059563376133,0.6437333089953453,40.40312751690328,3.2559589201385326
74,12419,0.0000809090909090909,1.5725692792471264,0.0000803030303030303,0.007297525685571818,1.3256199779272868e-6,0.13497670705275225,0.5478600509621118,0.7755712725089273,0.7828052171519811,1.0194583776542898,0.14923887522701443,0.00876429962205508,0.0042447375211418234,0.4936872630001337,0.9382720878815379,0.7086007680970607,0.8321825889745683,0.6544234184384745,41.929569714268524,3.353925585091283
75,12420,0.00008242424242424243,1.5525627269368338,0.00008181818181818182,0.00729752566263047,1.3182444253208159e-6,0.1349769293272478,0.5478602338156294,0.7753697361501575,0.7829303332553904,1.0194760904774147,0.1483913690507319,0.008637655171073809,0.004250518514808087,0.4936840422477132,0.9382720879094051,0.7030324292466846,0.8430263387355065,0.6529994525451833,42.26089191116186,3.223067965926683
76,12421,0.00008145454545454545,1.6001479603046342,0.00008181818181818182,0.007297525663000238,1.2513438610636145e-6,0.13497718435816347,0.5478787267178432,0.775547790798658,0.7825808548952645,1.019458229288871,0.15019783306968687,0.008497139803777826,0.004235036441497287,0.4936759314778738,0.9382720883552087,0.6878799262807849,0.8696075592050021,0.6551279342213369,41.230879000204105,3.3294193583963434
77,12422,0.00009230303030303031,1.538232567497093,0.00009242424242424243,0.007297525674959915,1.3602830910470712e-6,0.1349766262333281,0.5478773027885159,0.7752276310920897,0.7824845128172802,1.0194529570180855,0.15092569874940717,0.008745411260926336,0.0042381900442601955,0.49369066489592195,0.9382720879298814,0.6984901187693308,0.8195173761095045,0.6486993444352396,41.80595607955755,3.3439764629046262
78,12423,0.00009369696969696969,1.5718345854169133,0.00009393939393939393,0.00729752563020128,1.3567410108774306e-6,0.13497507546287896,0.5478462661910909,0.775118822076256,0.7826604891285381,1.019471874318477,0.14788956051391242,0.008610722246987647,0.004272188967717448,0.4936841068224729,0.9382720881374171,0.7019826235235862,0.7972310483785736,0.6665464138846321,40.923174368192846,3.1947430866349285
79,12424,0.00009333333333333333,1.5575731894092488,0.00009393939393939393,0.007297525644389656,1.3869068882144478e-6,0.13497607171527837,0.5478709833276587,0.7756335688331131,0.7827602154832887,1.019449815556788,0.1488856124039764,0.00853853354062092,0.004260061601873606,0.49368079192382713,0.9382720879353997,0.6934728044617362,0.8198724821565644,0.6598944738407486,41.22026386670178,3.1289913379605374
80,12425,0.0000903030303030303,1.6272598540668317,0.0000909090909090909,0.007297525689342435,1.253763844803514e-6,0.13497620154206294,0.547878349516181,0.7749794230113448,0.7825192226987023,1.0194637039470182,0.1487407564449192,0.008666851134859177,0.004257487103609759,0.49366165917514454,0.9382720880211872,0.695751081758241,0.8091121612427551,0.6603961454346174,39.926552463926114,3.294873941999558
81,12426,0.00009345454545454545,1.5410842546737653,0.00009393939393939393,0.007297525632499526,1.3321219054441911e-6,0.13497580730322253,0.5478865706336358,0.7749197481511947,0.782703098917928,1.0194857957109795,0.14823313348129988,0.008784041569341554,0.004232312126337379,0.49365727845426605,0.9382720880310368,0.6917526002064599,0.8325289895141904,0.6690875747610822,41.67525892191732,3.478103172191133
82,12427,0.00009733333333333333,1.531872232144929,0.00009696969696969698,0.007297525673995442,1.2559806897680122e-6,0.1349767309014948,0.5478846106656186,0.7750293859477846,0.7824774719657285,1.0194883794262333,0.14935292670957948,0.008440412895590664,0.004233884280798672,0.4936701550039506,0.9382720878729023,0.6962166116856692,0.8065237115600893,0.6458406777065816,41.5721850928342,3.2280525308755244
83,12428,0.00010187878787878788,1.5274584440311618,0.0001015151515151515,0.007297525671704784,1.2795299279336747e-6,0.134976543203913,0.5478644026497718,0.7750896362602939,0.7829350559081943,1.0194587798384722,0.14825509943836349,0.008745885740900631,0.004244449419782691,0.49368210749802355,0.9382720878434052,0.7046737603187301,0.7729877737197627,0.6577389621463928,41.31924118454127,3.090407804526028
84,12429,0.00007763636363636366,1.6286135236323147,0.00007727272727272729,0.007297525649919291,1.3115730917494168e-6,0.1349762604270066,0.5478430959279619,0.7752336889895485,0.7829919640654259,1.0194680230033202,0.14947228650526276,0.008662678962504148,0.004249976139876961,0.49369809915581747,0.9382720881603017,0.6982275568067867,0.8528073943635756,0.6344501165105597,40.94429387291928,3.3563829625583605
85,12430,0.00007436363636363635,1.6089898596466838,0.00007424242424242424,0.007297525665525851,1.214052382984472e-6,0.13497682224504637,0.547868500066821,0.7753710270244426,0.7827923145161197,1.019488300660751,0.14955626197085722,0.008716752755171276,0.004248411258805822,0.4936851032170615,0.9382720882785195,0.7123145453720787,0.8395398866266675,0.6529921933192925,41.67981053925381,3.3246912717675148
86,12431,0.00008242424242424243,1.5971984746157402,0.00008181818181818182,0.007297525682978089,1.3488860495962932e-6,0.13497688937454913,0.5478644852233328,0.7750002114365991,0.7827081445815528,1.0194485762202363,0.14886657771178913,0.008714043538069113,0.004234150826709361,0.4936920564772785,0.9382720880662052,0.7014260103843758,0.8341177878872182,0.6422699037651226,41.25681424521515,3.3134169233161486
87,12432,0.00006303030303030302,1.695499588788623,0.00006363636363636363,0.007297525670053266,1.3939489601186188e-6,0.13497660396752487,0.5478534405767947,0.7752591636799931,0.7825533219321372,1.0194408391201872,0.1498265243859488,0.008673947489128609,0.004247146583649906,0.4936767894822258,0.9382720880373006,0.7084242263335693,0.8749650302671919,0.6553648187884261,40.89968290173711,3.2917330615619624
88,12433,0.00008145454545454545,1.5791720179570592,0.00008181818181818182,0.007297525684054669,1.326723016795902e-6,0.13497734519987659,0.5478825873195545,0.7755236080466733,0.7825972546010933,1.0194732956457997,0.14775637081328605,0.008796006726885684,0.004263088055640206,0.49371109655448675,0.9382720882120583,0.7043658207098061,0.8380159784565002,0.6442204115169234,41.73063225767131,3.4716023742248843
89,12434,0.00007424242424242424,1.6087737023704394,0.00007424242424242424,0.007297525631994161,1.2860097952595204e-6,0.13497651604013997,0.5478450459621567,0.7751479745927429,0.7826433354395762,1.0194594105753572,0.14710467055299306,0.008577575579186975,0.004249710600906216,0.4936687301616324,0.9382720888615792,0.7149534451519185,0.8337930074386573,0.6533796038851483,41.734273043821304,3.2529900133685423
90,12435,0.00008575757575757576,1.5640159202206454,0.00008636363636363636,0.007297525660587405,1.2552883375366418e-6,0.13497695859117487,0.5478264419443326,0.7750344117651781,0.7826477528591327,1.0194792234425574,0.14976543801847683,0.008607710296711821,0.004247321213836763,0.4936760369119832,0.9382720879964997,0.7062315166120675,0.8202783259008142,0.6488743492193804,41.76770360339613,3.309958695661222
91,12436,0.00008824242424242424,1.5895320775951807,0.00008787878787878787,0.007297525679103453,1.3174068775931244e-6,0.13497725785147954,0.5478761681618672,0.7750367232354903,0.7828560283801727,1.01945073171699,0.14949121522399855,0.008698855688630162,0.004234864909139954,0.4937008538419917,0.9382720881065069,0.6879229614486978,0.8446763947418922,0.6433953762163225,40.91991839057979,3.3331246698616517
92,12437,0.0000826060606060606,1.541260545815377,0.00008333333333333333,0.007297525685947904,1.3082918224729106e-6,0.13497746958233897,0.5478378664454149,0.7754427706545914,0.7825878062301558,1.019445930339434,0.14949597182226484,0.008739311630084259,0.004252392171275215,0.4936273921613325,0.9382720878966998,0.7087366437565071,0.8332228599689129,0.6412845203121056,42.546441415152465,3.311166149680129
93,12438,0.00011593939393939393,1.4609697444142955,0.00011666666666666665,0.00729752568371805,1.3118378437189182e-6,0.13497646862041932,0.5478328799629212,0.7751832436387553,0.7825253492555583,1.01945825852102,0.15003083913729232,0.00856360940135538,0.004267918454063526,0.49366958641212505,0.9382720881840032,0.6687872406616883,0.824744891044579,0.6356705923504754,41.98199370822185,3.1799507754531815
94,12439,0.00009896969696969696,1.542647850921898,0.00009848484848484848,0.007297525658188,1.3009271954996175e-6,0.13497760004477136,0.5478590374705515,0.775312669867517,0.7828583413358657,1.0194484863920574,0.14776073705271975,0.008835723692158242,0.004250061845156458,0.4936881107348639,0.9382720882782488,0.6851417952308321,0.8244073193450334,0.6525131968487943,41.17268382380542,3.297530189165881
95,12440,0.00006957575757575758,1.6431009606251998,0.0000696969696969697,0.00729752566131105,1.3550788960418719e-6,0.13497709172383449,0.5478706321478544,0.7753189400501719,0.7827944280706581,1.0194516519482302,0.14865830799685403,0.008886006651356844,0.004265944279180994,0.49365761430289234,0.9382720886229122,0.7113754811744212,0.8515386376857229,0.6473518806491866,41.36416738924376,3.235224549938674
96,12441,0.00007236363636363637,1.6591061449418598,0.00007272727272727273,0.0072975256511807855,1.38931121150205e-6,0.1349777268238854,0.5478833594697808,0.7752961791073444,0.7826842150465821,1.0194338930678497,0.15028198881445548,0.008610907094285258,0.00425347516486476,0.4936579030757161,0.9382720883834662,0.702546095083125,0.8578985991405733,0.65990011399836,40.759655258201796,3.388432869484867
97,12442,0.00010103030303030303,1.5193231645948013,0.0001015151515151515,0.007297525665471278,1.2549768712858155e-6,0.13497722166364845,0.5478473051304569,0.7749290241492889,0.7825016699929909,1.019440622970346,0.14941002142371976,0.00881893895680187,0.004263496572156283,0.49364867469592566,0.9382720878633205,0.6974421749766451,0.7950779177824372,0.6536442236329998,41.62372434963904,3.2247227104719354
98,12443,0.00008460606060606063,1.5676273544849533,0.00008484848484848486,0.0072975256469983785,1.2977625493703034e-6,0.1349762341509222,0.5478442179797098,0.7754527763803155,0.7827079197198328,1.0194505530604374,0.14968593955208312,0.008578750412856105,0.004260116981520233,0.4936850624671076,0.9382720877586812,0.6982454106402576,0.8423997277110338,0.6538137195962301,41.74267110531067,3.3351049094711707
99,12444,0.00008284848484848485,1.578499272803695,0.00008333333333333333,0.00729752566356674,1.323539439000561e-6,0.1349762354246004,0.5478607905704705,0.7748476427964606,0.7826742637667152,1.0194412788565776,0.14835153036899276,0.00877577944878854,0.004248099998242717,0.4936664017872722,0.9382720876614917,0.7055455228216378,0.8285716168683124,0.670164127528535,41.6684406082501,3.218263964714453
100,12445,0.000062,1.6681390249471253,0.00006212121212121213,0.0072975256714288405,1.3546163214433954e-6,0.13497622587168903,0.5478702532456954,0.7755485609634918,0.7827407892766624,1.01946754845933,0.1497621053181212,0.008581596638380882,0.004229900020680049,0.4936782506450065,0.9382720877884742,0.7179810957958614,0.864029338899877,0.6493710996600316,41.55606850101554,3.28018366576596
