"BestYukawa2Cs2Ms6MB2Central","DeltaBestYukawa2Cs2Ms6MB2","BestYukawa2Cs2Ms6MB2Around","WidthSMCentral","BranchingSMCentral","WidthDarkCentralUsingMeanY","BranchingDarkCentralUsingMeanY"
0.0000853727272727272,0.000010835775045318799,"Around[0.0000853727272727272, 0.000010835775045318799]",1.6681119210287227e-10,0.00012733678786478798,3.3974938160804415e-10,0.0002593506729832398
